user_id,product_id,user_rating,category
A280GY5UVUS2QH,10,3,Book
A2YHZJIU4L4IOI,10,4,Book
A1MB83EO48TRSC,10,4,Book
A2A1TNBFJNRADP,11,5,Book
A2V9UBVMQFDV20,12,5,Book
A3NXQLHXJZO5FB,12,5,Book
A1RNV50D6DNE42,12,1,Book
A3FVNS48MY8L32,12,5,Book
A1WC6GEAVET9K8,12,5,Book
A1PH1HGK2HFQ9G,12,5,Book
A1DOK8OJ386KDS,12,5,Book
A1E4FW0F5R7TOY,12,4,Book
A14OJS0VWMOSWO,12,5,Book
A3UDEP0MTKLLL2,12,5,Book
A19UTUEBWKIZFT,12,1,Book
A35X1EMOVF90JG,12,5,Book
A2IGOA66Y6O8TQ,15,5,Book
A2OIN4AUH84KNE,15,5,Book
A2HN382JNT1CIU,15,1,Book
A2FDJ79LDU4O18,15,4,Book
A39QMV9ZKRJXO5,15,4,Book
AUUVMSTQ1TXDI,15,1,Book
A2C5K0QTLL9UAT,15,5,Book
A5XYF0Z3UH4HB,15,5,Book
A2C4FHNHVRR8JZ,16,5,Book
ATVPDKIKX0DER,16,5,Book
A1XPCHKIFECW33,16,4,Book
A17VTMYNK7FHHG,16,5,Book
A331OF34UX4Y1K,16,4,Book
A3KMI0ZF739BW5,16,5,Book
A26BWRBPP4V2WF,16,4,Book
A3AAX9AO0CIFBI,16,5,Book
A2DOKCCVTGTAE2,16,5,Book
A1BVYFPZ0ZAYYV,16,3,Book
A3DMU8D8N76WRH,17,5,Book
AH1H2DBKZ8WFA,17,5,Book
A3S1M10UPEQ3ED,17,1,Book
ATVPDKIKX0DER,18,5,Music
ATVPDKIKX0DER,18,5,Music
A21F29TO32JOU5,18,5,Music
A37S91N4IX72W2,18,5,Music
A1SXWD2D3W3TXK,18,5,Music
AKMBV0IV5WIC5,18,5,Music
AKMBV0IV5WIC5,18,5,Music
A3QSUZVVNYZZ7L,18,5,Music
A1HNKSWGRW0YKB,18,5,Music
A1HNKSWGRW0YKB,18,5,Music
ABSIJ0Q8N0VKP,18,3,Music
A388KDPHUB94V3,18,5,Music
ATT0FBIM6YNX7,18,5,Music
A1LFRJ3CSQFCI6,18,5,Music
A1UPGL67SKBSPJ,18,5,Music
A1RLXSCKKMI4KF,19,3,Book
ATS7LYGLUX34L,19,5,Book
ATS7LYGLUX34L,19,5,Book
A3DQ6L24TOMXAZ,19,4,Book
A3M6J4CTJ13QBX,19,2,Book
A4JP4T1F95D0A,19,2,Book
A2S166WSCFIFP5,19,4,Book
ADC571K8L3ZLN,19,4,Book
AWHGCJOOZBTB5,20,5,Book
A3D0FUIHSMCHXG,21,5,DVD
A106FE8HPE6LK6,21,4,DVD
A1Y6LC4JFBCGZN,21,4,DVD
A2A1EHOGR8MW0I,21,5,DVD
A3I7CRNHGZVWXP,21,5,DVD
A2GEKIVHR1VSHQ,21,4,DVD
AKQV65L3TAIW8,21,5,DVD
ATVPDKIKX0DER,21,5,DVD
ATVPDKIKX0DER,21,5,DVD
A2MOT9BXC3C6H2,21,5,DVD
A2003P5YJPPC6P,21,5,DVD
AWQXPWBP93Z4K,21,5,DVD
A11XDEU9VOOWYN,21,5,DVD
A3J953WDIBQX63,21,5,DVD
A13JXEPCPXNUCI,21,5,DVD
A1928PHI4RBCQ9,21,5,DVD
AFZLD0HDJVJUJ,21,4,DVD
AQXLBK2CDW2DP,21,1,DVD
A1H2SCAYWQLMC0,21,5,DVD
A1RPTVW5VEOSI,21,4,DVD
AIMBOX2T0HV1H,21,4,DVD
A1J3HK3IPLHOJ3,21,5,DVD
ATVPDKIKX0DER,21,5,DVD
A3NGH3DOKQFCWD,21,4,DVD
A3LFRQVRXBTNCG,21,5,DVD
A31HYO7EOTZG1Y,21,5,DVD
A8473S963WDUZ,21,5,DVD
A1L7G9JSLCY384,21,5,DVD
AXY18W5QMN7UV,21,5,DVD
A2X666IM8DP7PH,21,5,DVD
A96DHMTN072M1,21,5,DVD
AH64IJELQ4PJN,21,5,DVD
A39ABH4E0APOG3,21,5,DVD
A2X44DD1TN0P13,21,4,DVD
A2AML5BI49ST3F,21,5,DVD
AES0JMK0KYYHI,21,5,DVD
A16VWWB8G00EPV,21,4,DVD
A1BWHXTFOVF9CY,21,5,DVD
A1UVMG7COVPLC6,21,5,DVD
A2RFZ21T1WOLID,21,2,DVD
A2KFUFXQ1YTWNT,21,5,DVD
A14QW3EMN8PBZV,21,5,DVD
A14QW3EMN8PBZV,21,5,DVD
A20EEWWSFMZ1PN,21,5,DVD
A22IK3I6U76GX0,21,5,DVD
AU8552YCOO5QX,21,2,DVD
AA5ELPH4F7AIP,21,1,DVD
A324LH8S4C8U4W,21,5,DVD
A2D9IEFJGB483Q,21,5,DVD
AEXTGSES7BVSV,21,5,DVD
A1RT82AIQFRRQS,21,5,DVD
ARFBRSE35ZJ6A,21,4,DVD
A2ZYH9XRO507OB,21,5,DVD
A3HPOCPJJQNMWN,21,5,DVD
A3LFZOAGD8JTE9,21,5,DVD
A20IOTRKF4YRM7,21,5,DVD
A1BRXLFWILNICE,21,5,DVD
A3VXU7BEE97UUG,21,1,DVD
A2B8DJ0CKN9FAO,21,5,DVD
AGOG7P9R8NZ7T,21,5,DVD
A3ICHEO78NFE4Y,21,5,DVD
A2D75DJ707PFI9,21,5,DVD
A92LD431P843F,21,5,DVD
A2YD21XOPJ966C,21,5,DVD
A1HY9XRPW8N2HN,21,4,DVD
A1J2931UBBJPXM,21,4,DVD
A13PCJSIRWAKHE,21,5,DVD
A2WZ1B92F81LJJ,21,4,DVD
A3UF0YWSR4I2HL,21,5,DVD
A25JH6CO4DVINS,21,4,DVD
A106FE8HPE6LK6,21,4,DVD
A1T0Z4J5PPLTC7,21,4,DVD
A24FSR37TN4MSF,21,5,DVD
A3NOIRVMZQEBQ9,21,1,DVD
A1APMHP8DPIS3G,21,5,DVD
A3RRBPUGD7UOSP,21,5,DVD
A1GGHFJL5TSU5J,21,5,DVD
A2CXT3A901DGMP,21,4,DVD
A2W00XKTTF1G0Z,21,5,DVD
A31RM5QU797HPJ,21,4,DVD
A2IMHV5ZARXIDR,21,5,DVD
A3P121GNV5QYIN,21,5,DVD
A3P121GNV5QYIN,21,5,DVD
A3O2RCKAMSE9X7,21,5,DVD
A13JQOKQVCMN9U,21,5,DVD
A27QZDO1FRRFCV,21,4,DVD
A3439X75UP0Q3G,21,4,DVD
A1I7GHG2XNYO3J,21,5,DVD
A3D550GH0U6T5C,21,5,DVD
A2RD0B8LLOSMCQ,21,3,DVD
A2SGR7LE899LGG,21,5,DVD
AYPCUQS6ARWFH,21,4,DVD
A2XLGLF0V4O7JD,21,5,DVD
A2KVUYPLEW4LXT,21,5,DVD
AJYGQV81FSFE2,21,4,DVD
A1SWK29E1MZHI6,21,5,DVD
A2NJO6YE954DBH,21,4,DVD
A2AOZQ3WTNVVOK,21,5,DVD
A3CS4JXY9KJ5G5,21,5,DVD
A3DSU63A9Z43KN,21,5,DVD
A10DB0H2NZF11E,21,5,DVD
AAYW1H4SMNOI,21,5,DVD
A1J83NE4U6IL7,21,5,DVD
AW1GHENIL5V5G,21,5,DVD
A2SGR7LE899LGG,21,5,DVD
A1HVZ0569ZHZW9,21,5,DVD
A2Q13PHEXGR48Q,21,4,DVD
A3N9CZ1RK4OTYE,21,4,DVD
A2QA095LQPDBJD,21,4,DVD
ALWB64XOXNMDP,21,5,DVD
A9UU8OR0TBMHE,21,5,DVD
A8PZDIAF0NTIS,21,5,DVD
A2OVUDBRWGX0LL,21,4,DVD
A2ZSC81MXLBELX,21,5,DVD
A2CKARIIFUAOP0,21,5,DVD
A3UO0OJYKEL0QN,21,3,DVD
A3ASR7JA7MPKW4,21,5,DVD
A13PAFCVMB1DV8,21,3,DVD
A3W18T2ITHXW5O,21,2,DVD
A1BVV2K1BKGPD5,21,5,DVD
A3LZGLA88K0LA0,21,5,DVD
A2RRCZLVCA7A7,21,4,DVD
A17U4YXN5G7UAP,21,4,DVD
A3160YSU1KRL8E,21,5,DVD
AIOXMENE1HBR7,21,5,DVD
A3FITKYQQYGRXG,21,5,DVD
AAECAHBNP1VD2,21,4,DVD
A2JV8PH4NGQPJ6,21,5,DVD
A1P1T0PFD4F0VS,21,5,DVD
A1JY13815273PS,21,5,DVD
A3BSL4PQKPH3SQ,21,5,DVD
A3JPPR6JT75N0E,21,5,DVD
A2K3U6DVQQRES3,21,5,DVD
A286G67EK7Q1WD,21,5,DVD
A26TSW6AI59ZCV,21,5,DVD
A26TSW6AI59ZCV,21,5,DVD
A1Y87E22UVYCE6,21,5,DVD
A25ZVI6RH1KA5L,21,5,DVD
A30TK6U7DNS82R,21,5,DVD
A3ADUOVTY3TIRU,21,5,DVD
AAM7TSZHVVCAL,22,4,Music
A33Z7JTV7SSW9Y,22,3,Music
A1LVL0G0QNPAGI,22,5,Music
A17T39AXANC7S,22,5,Music
AA90ANPKJB452,23,4,Book
A382XQ7SYXEW1Q,23,2,Book
A12MOYPCEJUGW6,23,3,Book
ATVPDKIKX0DER,24,4,Book
A1VFKMHY42W2O3,24,5,Book
A3293YQUH9SFNJ,25,4,Book
A2G358G53L7W5E,25,3,Book
A1SMZFT2R1QBRW,26,4,Book
A1J0UKHJCBDLBE,27,4,Book
A3EFCK0HZQPNQI,27,2,Book
AGZ20ROFY4740,31,5,Book
AKXAJRF2AKZOH,31,5,Book
A2I9I77KMEBA4S,32,4,Book
A1ANWZQ24OC744,32,5,Book
A2NF3S0T3TRSMW,32,4,Book
A1GAUV5YKHWDWI,32,5,Book
A3NHBZ7KZA75YV,32,5,Book
ATLOWYOXIYLT5,32,5,Book
AN2IZT80ZUNJN,32,5,Book
A3OIVL0JOA7OEK,32,5,Book
A1WZQJW5SILMKS,32,4,Book
A29LTLDS2ZLTUU,32,5,Book
A20IIR0422G3A5,32,5,Book
A3UN6WX5RRO2AG,33,5,Book
A1P2QBVLWTN7JP,33,5,Book
A3UN6WX5RRO2AG,33,5,Book
A2IV3J5RP4MER2,33,5,Book
ATVPDKIKX0DER,34,5,Music
A1Z5TNULKBBUQ2,34,3,Music
A36EDWL4F3AASU,34,4,Music
A3EZ2PLA8AFPIF,34,3,Music
A3464G00K8ZYD1,34,5,Music
A34EI1D3650V27,34,5,Music
A2DYLAEL90LIKD,35,4,Book
A3OJAWIMUKNHTP,35,5,Book
A36MQW22BD8LJU,35,5,Book
A3R7JTZHD4JL3J,35,3,Book
A4H4KYSM2KQ85,35,5,Book
A1791R558AL0W3,37,5,DVD
A2CFI1ERHLB1RJ,37,4,DVD
A1BBDOXVK6DL7S,37,1,DVD
A7CQUTUQLSVES,37,5,DVD
A2Q1OKRYX8STDP,37,5,DVD
A3L5965NY9SJAX,37,1,DVD
A1QZK8UQHYN89U,37,5,DVD
A1BHC7EOK7NBZP,38,5,Book
A1RD3YPSB9RP5X,38,4,Book
AK81WLVD5KGUX,38,5,Book
ATVPDKIKX0DER,39,5,Book
ATVPDKIKX0DER,39,5,Book
A189DVDWB4O8DI,39,5,Book
ATVPDKIKX0DER,39,3,Book
A36LQ6YO8HKHZT,39,1,Book
A1YI1ZTJY81UEL,39,3,Book
ATVPDKIKX0DER,39,5,Book
A2K62BXZH3QJX9,39,5,Book
A37YGFDEME1FC5,39,1,Book
A1X4MP1TV1SICV,39,2,Book
A3J8QBBRL46I3G,39,4,Book
A2PBWHRZ5LDMB2,39,4,Book
A3OWQALP4WBX3,39,2,Book
A1TORR3I04X1E4,39,5,Book
A2WODBTSVEKOI,39,2,Book
A30J0F40NNYKEQ,39,5,Book
AOUJJ4ENAEUD9,39,2,Book
A6M0811ZCQMSC,39,4,Book
AV7OIUTLDFZR0,39,2,Book
A37CXU92U7FYJH,39,4,Book
A2D7X9N3IV3S7B,39,2,Book
A3VREOCVARPZRM,39,5,Book
A1R4KVFUPXWLAX,40,5,Book
A1R4KVFUPXWLAX,40,5,Book
A3ULZJKFNGC1A3,40,5,Book
A1BLR2FONEIXK7,40,5,Book
A1RAEJT0EYUVP2,40,5,Book
A3US58LHHTPQAG,40,5,Book
A3US58LHHTPQAG,40,5,Book
AYTP0O6GUC14C,40,4,Book
ATVPDKIKX0DER,42,5,DVD
ATVPDKIKX0DER,42,5,DVD
A2LM7RE5F1P0L8,42,5,DVD
AUUK6B3SVST4B,42,4,DVD
A2R3FDDGZG7K9E,42,5,DVD
A1K548TDR33DMN,42,5,DVD
AYRNJNRVQF7MA,42,5,DVD
A21FBLLPSKY2V2,42,4,DVD
A33EW6QSGTGQ4D,42,3,DVD
A3ORIJSCN4CS66,42,4,DVD
AFOK05KDCHSHL,42,2,DVD
A9U1ZILPIOEFH,42,4,DVD
A3UE48FJ4CHIJF,42,5,DVD
AOTWJS0AJHHWY,42,5,DVD
A2YP4457Z0U6S4,42,5,DVD
A30OND5T0XOA6F,42,1,DVD
ABICMG56FAW08,42,2,DVD
A3LD9XW7N5ORG7,42,4,DVD
A2QZQA4BEMVM3W,42,5,DVD
A21VK7VI22FCL2,42,5,DVD
A16CZRQL23NOIW,42,5,DVD
A3RSKSWADQ82C0,42,5,DVD
A2KWHKLC2AYAB2,42,5,DVD
A2XVFH3ZLZCLQ2,42,5,DVD
A3FWZ99GUDAJ3L,43,4,Book
AHD101501WCN1,43,5,Book
A3VIQXWZ00FM6E,44,5,DVD
A3L6P4DGHSP9PC,44,4,DVD
A2DYJR90XLQ6PY,44,5,DVD
A2E0CB9F9BMXUJ,44,2,DVD
A1TEZARFTKHG29,44,4,DVD
A16DMCKV9RMQGI,44,5,DVD
A3DM6UGX44NJ9K,44,4,DVD
A2WTB8WJN31OH6,44,4,DVD
AWXH63WE2TL2S,44,5,DVD
A2GUHUNN4X6M5Q,44,5,DVD
A2SKPM0H369TGN,44,3,DVD
A1EMDSTJDUE6B0,44,5,DVD
A2UM0CAKYNUQKY,44,4,DVD
A2M33CL7LTK7R1,45,5,Book
A1Z55JMTYAYE8Q,45,3,Book
A2K0JZN74WFCYO,45,3,Book
AXUGBW2MAZ10Y,45,5,Book
ATVPDKIKX0DER,47,5,Book
A67Y4D0ULUK50,47,5,Book
A7Z0EU5H4MEQF,47,5,Book
AY5IRCVSAB5AR,47,5,Book
A21YWWE6QOL810,47,5,Book
A1Z6QIRIRQA4JR,47,5,Book
APESLR7SYVZR9,47,5,Book
A15ZTKFY3H6FO8,47,4,Book
A23AJFDNWT0RJN,47,4,Book
AG02TWXF4MBG0,47,5,Book
A3711ET9XQ8BKP,50,5,Music
A27UESD24JLMC7,51,5,Book
A1JYZL5JL6A9JE,51,5,Book
A2KOVRE9AEFRIW,51,4,Book
ATVPDKIKX0DER,51,1,Book
A1MT8GA1PWS6OQ,51,5,Book
A16H5HMW6NBMLY,51,4,Book
A3BTDM4SYY7KM1,51,5,Book
A270U23VM3BK75,52,3,Book
AQSAUKLDY9HG8,52,5,Book
A1RVFC6XW38Z7X,52,3,Book
A954YZXP16G6F,52,5,Book
A15AYFRMBYCQFT,52,5,Book
A35WEFW2XENAH8,52,5,Book
A2MENII2EKMCQZ,53,5,Book
ATVPDKIKX0DER,54,5,Book
ATVPDKIKX0DER,54,5,Book
A2EUDRC2ZFDGHX,54,5,Book
ATIELKSQU2A4V,54,5,Book
A3UN6WX5RRO2AG,55,4,Book
A2SKMDEWRJAZ07,57,1,Book
ARG3LJ4U41ZX,59,5,Video
ATVPDKIKX0DER,59,5,Video
A1AXDPUTA9V3U7,59,5,Video
AYRDHOZM1GYXU,59,5,Video
A34D9Q0JTF7N7K,59,1,Video
AVAK1DJCNUFB1,60,5,Book
ATCM0QLA5R2LE,60,5,Book
ATVPDKIKX0DER,63,5,Book
A1M3DZRGBV06MV,63,5,Book
ATVPDKIKX0DER,63,5,Book
A30OC10JLSPBPQ,63,5,Book
A1VUK87IQQ7P16,64,2,Book
A2IMNFWAU6X3OJ,64,2,Book
A96K1ZGW56S2I,64,5,Book
A25KKXUQQ0OLWB,64,4,Book
A10EH95EUDO9W3,64,3,Book
A1NVP5T1IWC897,64,2,Book
A1A9EKSA54WLSX,66,4,Book
ABN5K7K1TM1QA,66,4,Book
A7GSGC0G8R6PW,66,4,Book
A2O2CKQ31ISL80,66,4,Book
A1ABU5ELQQGNX6,67,5,Book
A1AS0CP6B03VQN,68,5,Book
ATVPDKIKX0DER,71,5,Video
A1G9IV3IBW8WMP,71,5,Video
A3R2M6DGECQOO,72,5,Book
A3DHHQ2NGXOUAH,72,5,Book
A13OWJOBS7Z90I,72,5,Book
AEPMTJ3IKIFC1,73,5,Book
A254R1T0K6CLP6,73,3,Book
AT8EFY0DXT7UT,74,4,Book
A2NYK9KWFMJV4Y,74,4,Book
ATVPDKIKX0DER,75,5,Book
ATVPDKIKX0DER,75,5,Book
ATVPDKIKX0DER,75,5,Book
A3J8CSV0X3DBRF,75,5,Book
A9D8VW6KQD8O,75,4,Book
ACCD886V4038J,75,5,Book
A1J5XKY649DQF5,75,4,Book
AYTTBFL34EVAD,75,5,Book
AHDBEIR9YT1QB,75,4,Book
A9ENI0XYC8D5V,76,2,Book
ATVPDKIKX0DER,76,5,Book
AFVQZQ8PW0L,77,5,Book
A3MUJDPC7D1NUQ,77,5,Book
AZNH6NRP6PVYR,77,5,Book
AP9A8TDKR7J0L,77,5,Book
A4HELS2BLD8B3,77,3,Book
A1OJZTKVC9S108,77,5,Book
A17XO9W1VDXNXW,77,5,Book
A248BODXPA8T3W,77,5,Book
AX1TW56QZFTBM,77,5,Book
A3RPC8MTE5QALK,77,5,Book
A18ZMKYLOI3EAM,77,3,Book
A3R6E2ALRIDNIA,78,5,Book
A3FQJ2QCL31JDU,78,3,Book
A14FQB72UBJQSD,78,5,Book
A385S3LG1PNN9Q,79,3,Book
A2YEDXP95DV30E,79,5,Book
A1SLZ560SVRJNY,79,5,Book
A3X04KYDPLMZU,79,4,Book
ALSH7LB5K18GU,79,5,Book
A1UYCXUDL814XB,79,5,Book
A2ANZOPYHYWH44,79,1,Book
A1PTDSN30I534Y,79,5,Book
A33MGG0ZGPI79S,79,5,Book
A33MGG0ZGPI79S,79,5,Book
A3VQ12Q54BVGI6,79,5,Book
A6L2KLEPT7A5B,79,5,Book
A33VWOTXYD2NR9,80,5,Book
AUT0MDXDIOX17,81,5,Video
A1RNDOQS14QZQB,81,2,Video
ATVPDKIKX0DER,81,4,Video
ATVPDKIKX0DER,81,5,Video
A10BCEZ9NP21PP,81,4,Video
A1X00Z12CW7DJ0,81,5,Video
ATVPDKIKX0DER,81,1,Video
ATVPDKIKX0DER,81,5,Video
A2LN99GI4OBDEP,81,5,Video
A20WKGBDKUIZOZ,81,2,Video
A32ON6UV0D4R94,81,5,Video
ATVPDKIKX0DER,81,5,Video
A2736CHF0SS3L8,81,2,Video
A1O40PJC4U0J4Q,81,2,Video
ATVPDKIKX0DER,81,5,Video
ATVPDKIKX0DER,81,3,Video
ATVPDKIKX0DER,81,4,Video
A1XFCNX4GD4XK0,81,4,Video
A2YQVUW2P71FT4,81,1,Video
A2ICK1MF71Q8A9,81,2,Video
ATVPDKIKX0DER,81,5,Video
ATVPDKIKX0DER,81,5,Video
ATVPDKIKX0DER,81,3,Video
A1YTPPKN4ZXI6M,81,5,Video
A2RXAYXF97S4IR,81,4,Video
ATVPDKIKX0DER,81,4,Video
ATVPDKIKX0DER,81,4,Video
A3HACSQO6Y6YOX,81,5,Video
A11G8H5ONWAOUK,81,4,Video
ATVPDKIKX0DER,81,5,Video
ATVPDKIKX0DER,81,1,Video
ATVPDKIKX0DER,81,4,Video
A2VKGFPYI51G1I,81,5,Video
ATVPDKIKX0DER,81,3,Video
A1K1XWZP9YYIIJ,81,1,Video
ATVPDKIKX0DER,81,1,Video
ATVPDKIKX0DER,81,4,Video
A2RZUNUEJ9BGMP,81,5,Video
ATVPDKIKX0DER,81,3,Video
ATVPDKIKX0DER,81,4,Video
ATVPDKIKX0DER,81,2,Video
ATVPDKIKX0DER,81,5,Video
A2XXE9S4XPPDE1,81,5,Video
A3N3SN2DDD4HCJ,81,4,Video
AV7ATN4TN8AQT,81,3,Video
A34KBX6VF28QYN,81,3,Video
ATVPDKIKX0DER,81,5,Video
AOUMU4SENVAFA,81,5,Video
AG65V3LSYO191,81,5,Video
A349UESOY8XSUQ,81,3,Video
A3VOVOJ78T1FYY,81,5,Video
A1Y37HNNB6XMN8,81,5,Video
ATRYT5ZKNLN9C,81,5,Video
A11NH0A73VNNA6,81,5,Video
A3VLMUKRW1BBUR,81,2,Video
A36WKP9YQXFZNX,81,5,Video
A1ANMG6YDF9RU1,81,5,Video
A1TBZHX23BNA5B,81,1,Video
A3R2YB0WTTB0IJ,81,5,Video
A17A2F7CPIJBLI,81,5,Video
A1L1TJEW0W60E0,81,3,Video
A2R4L2XSML6GPQ,81,5,Video
A32C29HM5ADRT9,81,5,Video
A1HPB3F2IJF6B0,81,4,Video
A1KBI9O68N00IA,81,5,Video
ASSAVTFQJZCME,81,5,Video
AHYPS5FZPVSEW,81,1,Video
A2XFWLFC8TAB46,81,5,Video
A20VFCXL6VGKNN,81,4,Video
A2K5CEWR1KRWEL,81,5,Video
A18BV4O63DOWNH,81,1,Video
A3QDO6WALAN789,81,5,Video
A14OC67MXL92FA,81,3,Video
A84UFSF2SZS2W,81,2,Video
AZ7Z086INX7DQ,81,1,Video
A35LNYJ3TLS487,81,5,Video
AI3PFAMR6RCL8,81,2,Video
A3N3SN2DDD4HCJ,81,5,Video
AP286ZV19SLC6,81,5,Video
A3HACSQO6Y6YOX,81,5,Video
A1KY8HE1WK0SJB,81,5,Video
A2TSX4GQ0VD2BF,81,3,Video
AW04WZ0PGDZX1,81,5,Video
AHIQNPZUXCAFF,81,3,Video
AHIQNPZUXCAFF,81,3,Video
A26H85UF6GX04C,81,4,Video
AG8H7GTT1FVIQ,81,1,Video
ARS5RAHQ3YPO3,81,4,Video
A9LJRWNQTUOR1,81,4,Video
A2O0DY0US172SL,81,4,Video
AYVFNOQHY8P3,81,4,Video
A2TBECX3H8KECK,81,4,Video
A1VJZGMKK1GEFP,81,5,Video
A21DZUYTN019N3,81,4,Video
A1MYCAU03U8J38,81,5,Video
A2FBJK2NDAD5M0,81,4,Video
A1NAGYEOC6ZEHW,81,5,Video
A1NBPUOE3AVMGQ,81,5,Video
A2HWD9PTM7RBXN,81,3,Video
A3P8B155SHRU8I,81,4,Video
AYKELBZM1SH87,81,3,Video
A2NPQZSNUWQIQU,81,5,Video
A1XQCV5734A94Z,81,5,Video
A34DPXEGCFNZF4,81,5,Video
A324EF81MG2C5K,81,4,Video
A3H7HJ8O42U70Z,81,4,Video
AF8C86SGYLH81,81,5,Video
A3FVFJ8D95E9KY,81,4,Video
A1FHTLL52XFC4T,81,4,Video
A15BPLFHIC8Q2B,81,3,Video
A3P1A63Q8L32C5,81,4,Video
A3N3SN2DDD4HCJ,81,5,Video
A3UDHLRG0W516,81,5,Video
A2ZSC81MXLBELX,81,5,Video
AJKWF4W7QD4NS,81,5,Video
A1BMQA5PIZKU1P,81,3,Video
A2D6IGKSOBQ3K9,81,5,Video
A2KCY2HYH0Z59E,81,4,Video
A2NWDY0QMLVQ91,81,5,Video
A3GTZW08HC6UV5,81,5,Video
AP6YKEV6OMYT4,81,4,Video
A23IOPI0D1OG7V,81,4,Video
A3MCC5MAJYJYMD,81,1,Video
ANK68QCUYUVVX,81,1,Video
ABU7I2Z9M0Q5I,81,3,Video
AHAXSPMYZOOE1,81,4,Video
A1TWBU1CK70ZZJ,81,4,Video
A8WP81AJYXZE6,81,5,Video
A82LIVYSX6WZ9,81,4,Video
AD0J5KK4WQXNS,81,3,Video
A3AQMGZ1ILSUIN,81,5,Video
A3027EV9F5IOYD,81,4,Video
AHZSEBTU0H63N,81,5,Video
AHZSEBTU0H63N,81,5,Video
A1H0F2VTGF413S,81,1,Video
A34Y1FT0MTD7C9,81,5,Video
A2E2R8N7UMTLJF,81,4,Video
A3L49ID7CT6JB3,81,4,Video
AUKEWXOCB3OJG,81,2,Video
A1S0B6U13Y0F6N,81,4,Video
A2OTU108PGMULC,81,3,Video
A3R066AGH8FZH7,81,5,Video
A18ICIVGP5AHDP,81,5,Video
A2MVCZUOWQM68I,81,4,Video
A4KZTH3GSO0KX,81,3,Video
A38837VBBOI1OK,81,2,Video
A7U67Y0I0YP5W,81,3,Video
A2Y0KN0D7DJ6WG,81,3,Video
ACFUZ2RPO98RR,81,5,Video
A1IR1HS8EZN0Y0,81,5,Video
A1CZICCYP2M5PX,81,4,Video
AGPXQKTE1TMAT,81,4,Video
A2QH5NMHW1KTJ1,81,5,Video
A289OIN6H65YU0,81,4,Video
A1C5HX8VFTOHDB,81,3,Video
A1ZXYN4QE5JC6T,81,5,Video
A1DU58OZJNPUHV,81,2,Video
A2B73CL3QSYWLB,81,4,Video
A21FQDQINC0TPO,81,5,Video
A1W9F3Z7LZQRVS,81,5,Video
A2GCDZ4TVYF26V,81,5,Video
A1QG4TLIYZRL7L,81,4,Video
ATHR27AE3A2QW,81,5,Video
A2WI7T7MC6VO5Y,81,5,Video
A31KXTOQNTWUVM,81,1,Video
A3ERCYTP5QGGM2,81,2,Video
A1ZKPET0VDG25V,81,2,Video
AC7MP9R2FKEAI,82,5,Book
A9NXOPTNEJ5V9,82,5,Book
A32O4GWGVV9VAG,82,5,Book
AY70SMJSA4MWT,82,5,Book
A26TSW6AI59ZCV,84,5,Video
A3I87VRJY289WM,84,5,Video
A3M1P612OWASN3,84,5,Video
A3UN6WX5RRO2AG,84,5,Video
AVKL7ZOPVXTRB,84,3,Video
